10,-27,91,47,4,95,4
10,-27,91,48,4,95,4
10,-27,91,48,4,95,4
11,-26,91,48,4,95,4
10,-27,91,48,4,95,4
10,-27,91,48,4,95,4
10,-27,91,48,4,95,4
10,-27,91,48,4,95,4
11,-27,92,48,4,95,4
10,-27,91,48,4,95,4
10,-27,91,49,4,95,4
10,-27,91,48,4,95,4
10,-27,91,49,4,95,4
10,-26,91,48,4,95,4
4,95,4
10,-26,91,48,4,95,4
10,-26,92,49,4,95,4
9,-27,92,48,4,95,4
10,-26,92,48,4,95,4
-8,-33,91,70,4,95,4
-7,-31,92,120,-6,-30,92,156,4,95,4
-7,-31,92,167,4,95,4
-7,-31,91,176,4,95,4
-6,-31,92,177,4,95,4
-7,-31,92,174,4,95,4
8,-39,91,29,4,95,4
8,-30,89,29,4,95,4
8,-30,89,31,4,95,4
8,-30,90,32,4,95,4
8,-29,89,33,4,95,4
9,-30,89,34,4,95,4
8,-30,90,34,4,95,4
8,-30,89,36,4,95,4
8,-29,89,36,4,95,4
8,-30,90,35,4,95,4
8,-30,89,35,4,95,4
8,-30,89,35,4,95,4
9,-30,90,36,4,95,4
8,-30,89,37,4,95,4
8,-29,90,36,4,95,4
9,-30,90,36,4,95,4
8,-30,89,38,4,95,4
8,-29,90,37,4,95,4
4,95,4
8,-30,90,38,4,95,4
8,-30,89,38,19,119,0
69,-4,126,61,19,119,0
70,-8,129,50,19,119,0
72,-5,135,60,19,119,0
70,-4,145,64,19,119,0
72,-5,143,55,19,119,0
60,2,141,45,19,119,0
68,0,42,35,19,119,0
67,-3,47,34,19,119,0
66,-1,76,54,19,119,0
68,-3,80,55,19,119,0
65,-1,118,56,0,119,0
84,174,51,35,13,119,0
84,175,48,36,13,119,0
64,-3,55,34,13,119,0
59,0,151,44,0,119,0
107,-8,45,24,7,119,0
63,-1,46,26,10,119,0
52,-1,42,31,62,-2,99,53,13,119,0
69,-3,52,34,13,119,0
61,-6,46,45,13,119,0
19,-11,46,30,15,119,0
63,-2,137,37,2,119,1
47,-27,47,33,20,119,1
57,-1,119,61,20,119,1
27,-4,51,31,4,119,1
62,-6,81,60,8,119,1
33,-10,50,35,8,119,1
59,-10,163,40,8,119,1
80,-11,50,36,9,119,1
71,-9,54,27,10,119,1
10,119,1
38,-1,44,28,13,119,2
62,-5,85,49,13,119,2
67,-31,50,33,21,119,2
61,0,67,50,21,119,2
62,-1,81,52,0,119,2
62,-2,90,48,0,119,2
80,-5,61,37,8,119,3
44,12,44,27,16,119,4
67,-9,51,39,16,119,4
52,-26,52,31,19,119,5
64,-1,129,44,3,119,5
96,0,56,38,15,119,5
75,-10,40,29,10,119,6
64,-6,114,40,20,119,6
61,-2,135,36,21,119,6
61,-4,110,34,21,119,6
63,-1,77,41,21,119,6
62,-2,68,49,21,119,6
62,-2,91,51,21,119,6
58,-10,57,39,21,119,7
62,1,59,53,21,119,7
64,-5,87,66,0,119,7
45,8,54,55,8,119,7
69,-4,49,31,0,119,7
25,-32,51,28,16,119,7
48,-18,53,118,8,119,7
42,-20,59,26,56,-5,121,23,14,119,7
62,-4,111,30,16,119,7
63,-3,97,35,17,119,7
63,-3,94,37,17,119,7
61,-2,86,35,17,119,7
63,-2,97,38,17,119,7
64,-4,93,44,17,119,7
64,-4,101,40,0,119,7
102,0,62,37,8,119,7
61,-2,166,32,17,119,7
22,-21,58,38,17,119,7
65,-2,48,34,17,119,7
82,-12,61,47,17,119,7
82,175,62,37,17,119,7
82,-11,58,45,17,119,7
69,-12,79,38,17,119,8
66,-5,62,46,17,119,8
65,-5,94,48,17,119,8
17,119,8
66,-4,112,60,17,119,8
66,-5,92,53,17,119,8
65,-4,104,57,17,119,8
65,-4,110,55,17,119,8
65,-4,95,57,17,119,8
65,-4,106,52,17,119,8
18,119,8
66,-5,115,58,18,119,8
66,-4,124,64,18,119,8
83,174,78,39,0,119,8
45,4,54,45,12,119,8
28,-14,58,32,5,119,8
56,-7,142,48,22,119,8
64,-2,72,51,24,119,8
64,-1,77,60,24,119,8
64,-1,78,57,24,119,8
54,-6,62,37,24,119,8
60,-10,58,42,24,119,8
67,-3,66,45,24,119,8
64,-4,71,46,24,119,8
66,-3,79,46,24,119,8
66,-4,77,48,24,119,8
66,-5,80,49,24,119,8
64,-5,84,50,24,119,8
64,-8,70,50,0,119,8
67,-5,77,51,8,119,8
